Source Code	Target Coding Scheme	Target Code
C75528	HGNC	11311
C75535	HGNC	12872
C75543	HGNC	12874
C75547	HGNC	20393
C75550	HGNC	12873
C75555	HGNC	10889
C75566	HGNC	10274
C75572	HGNC	10457
C75577	HGNC	11164
C75581	HGNC	21637
C75586	HGNC	11425
C75595	HGNC	12810
C75598	HGNC	11654
C75600	HGNC	11199
C75605	HGNC	5389
C75608	HGNC	5961
C75611	HGNC	5996
C75614	HGNC	6188
C75617	HGNC	6121
C75620	HGNC	6211
C75623	HGNC	6294
C75631	HGNC	6654
C75636	HGNC	6893
C75663	HGNC	2357
C75728	HGNC	6990
C75731	HGNC	7095
C75734	HGNC	7716
C75737	HGNC	17043
C75739	HGNC	17044
C75743	HGNC	28862
C75746	HGNC	14287
C75862	HGNC	7905
C75865	HGNC	7960
C75868	HGNC	7976
C75871	HGNC	7983
C75877	HGNC	14234
C75880	HGNC	2567
C75883	HGNC	8512
C75886	HGNC	8574
C75889	HGNC	8620
C75892	HGNC	9005
C75895	HGNC	9008
C75898	HGNC	9086
C75901	HGNC	9118
C76141	HGNC	3528
C77119	HGNC	1957
C77121	HGNC	1964
C77123	HGNC	1959
C77158	HGNC	1759
C77164	HGNC	6138
C77166	HGNC	11036
C77203	HGNC	16400
C77206	HGNC	6063
C77210	HGNC	20455
C77216	HGNC	5382
C78138	HGNC	5154
C78142	HGNC	29079
C78146	HGNC	1705
C78149	HGNC	30685
C78152	HGNC	4035
C78155	HGNC	18618
C78158	HGNC	18219
C79077	HGNC	1712
C79079	HGNC	6388
C79747	HGNC	11194
C79757	HGNC	11963
C79763	HGNC	7464
C79768	HGNC	17360
C79771	HGNC	2515
C79774	HGNC	24308
C79780	HGNC	6059
C79789	HGNC	8822
C79792	HGNC	17068
C79963	HGNC	12405
C80018	HGNC	29012
C80021	HGNC	11571
C80024	HGNC	3126
C80027	HGNC	13177
C80030	HGNC	13178
C80033	HGNC	6551
C80070	HGNC	9831
C80071	HGNC	9832
C80079	HGNC	245
C80103	HGNC	1130
C80106	HGNC	7203
C80108	HGNC	16968
C80114	HGNC	14929
C80117	HGNC	29529
C81825	HGNC	31476
C81826	HGNC	31478
C81827	HGNC	31481
C81828	HGNC	31483
C81829	HGNC	31484
C81830	HGNC	31485
C81853	HGNC	31479
C81859	HGNC	31482
C81860	HGNC	31480
C81861	HGNC	31499
C81862	HGNC	31500
C81863	HGNC	31638
C81864	HGNC	31639
C81865	HGNC	31640
C81873	HGNC	31486
C81874	HGNC	31641
C81875	HGNC	31642
C81876	HGNC	31646
C81877	HGNC	31497
C81878	HGNC	31498
C81880	HGNC	31544
C81885	HGNC	31543
C81886	HGNC	31545
C81887	HGNC	31546
C81888	HGNC	31547
C81889	HGNC	31548
C81890	HGNC	31574
C81891	HGNC	31575
C81894	HGNC	31576
C81896	HGNC	31577
C81898	HGNC	32024
C81899	HGNC	31586
C81900	HGNC	31606
C81901	HGNC	31607
C81902	HGNC	31608
C81904	HGNC	26237
C81905	HGNC	31609
C81907	HGNC	31610
C81911	HGNC	31611
C81912	HGNC	31613
C81913	HGNC	31616
C81914	HGNC	31619
C81915	HGNC	31620
C81917	HGNC	31621
C81918	HGNC	31624
C81921	HGNC	31631
C81940	HGNC	31636
C81942	HGNC	31637
C81944	HGNC	31643
C82048	HGNC	31644
C82050	HGNC	31649
C82051	HGNC	31488
C82052	HGNC	31494
C82053	HGNC	31495
C82055	HGNC	31496
C82057	HGNC	31501
C82060	HGNC	31502
C82065	HGNC	31505
C82067	HGNC	31506
C82069	HGNC	31507
C82070	HGNC	31508
C82072	HGNC	31509
C82073	HGNC	31510
C82075	HGNC	31511
C82077	HGNC	31514
C82079	HGNC	31515
C82080	HGNC	31516
C82083	HGNC	31517
C82084	HGNC	31518
C82085	HGNC	31759
C82086	HGNC	31523
C82089	HGNC	31524
C82093	HGNC	31525
C82094	HGNC	31528
C82095	HGNC	31530
C82096	HGNC	31531
C82097	HGNC	31532
C82098	HGNC	31533
C82099	HGNC	32079
C82100	HGNC	31535
C82103	HGNC	31761
C82105	HGNC	31538
C82109	HGNC	24198
C82110	HGNC	31542
C82112	HGNC	31590
C82121	HGNC	31549
C82122	HGNC	31550
C82123	HGNC	31551
C82124	HGNC	31553
C82144	HGNC	31554
C82145	HGNC	31555
C82146	HGNC	31562
C82147	HGNC	31563
C82148	HGNC	31566
C82149	HGNC	31567
C82151	HGNC	31569
C82152	HGNC	31570
C82153	HGNC	31571
C82154	HGNC	31572
C82155	HGNC	31578
C82156	HGNC	31579
C82157	HGNC	31580
C82158	HGNC	31581
C82160	HGNC	31582
C82161	HGNC	31583
C82163	HGNC	31584
C82165	HGNC	31585
C82166	HGNC	33669
C82167	HGNC	31587
C82168	HGNC	31591
C82169	HGNC	31595
C82170	HGNC	31596
C82171	HGNC	31601
C82172	HGNC	31602
C82175	HGNC	31603
C82176	HGNC	31604
C82177	HGNC	33634
C82182	HGNC	31632
C82183	HGNC	31767
C82184	HGNC	31769
C82185	HGNC	31773
C82186	HGNC	31774
C82187	HGNC	31778
C82188	HGNC	31780
C82189	HGNC	31784
C82190	HGNC	31786
C82191	HGNC	31787
C82193	HGNC	31869
C82194	HGNC	32066
C82195	HGNC	31870
C82196	HGNC	13784
C82197	HGNC	32083
C82198	HGNC	32026
C82199	HGNC	32053
C82200	HGNC	32147
C82201	HGNC	32130
C82202	HGNC	32131
C82207	HGNC	32108
C82208	HGNC	32126
C82209	HGNC	32113
C82210	HGNC	32915
C82211	HGNC	31568
C82493	HGNC	32122
C82494	HGNC	32117
C82850	HGNC	21087
C82853	HGNC	3535
C82856	HGNC	14934
C82860	HGNC	3574
C82870	HGNC	6619
C82872	HGNC	90
C82874	HGNC	89
C82880	HGNC	8008
C82886	HGNC	2709
C82895	HGNC	17021
C82898	HGNC	7623
C82942	HGNC	2516
C82945	HGNC	3040
C82959	HGNC	14618
C82962	HGNC	3296
C84287	HGNC	19762
C84290	HGNC	6345
C84293	HGNC	5192
C84296	HGNC	19764
C84299	HGNC	17509
C84302	HGNC	492
C84305	HGNC	17057
C84308	HGNC	6189
C84312	HGNC	1703
C84315	HGNC	10436
C84322	HGNC	1667
C84325	HGNC	2771
C84375	HGNC	35428
C84408	HGNC	11569
C84413	HGNC	10887
C84418	HGNC	17362
C84430	HGNC	2095
C84435	HGNC	15514
C84438	HGNC	2334
C84452	HGNC	7787
C84456	HGNC	11515
C84462	HGNC	16063
C84465	HGNC	10461
C84469	HGNC	613
C84487	HGNC	3262
C84490	HGNC	3263
C84493	HGNC	18421
C84497	HGNC	18424
C84925	HGNC	404
C84929	HGNC	11896
C84931	HGNC	11908
C84944	HGNC	19342
C84946	HGNC	26144
C84949	HGNC	5383
C84952	HGNC	4827
C84956	HGNC	4831
C84959	HGNC	4832
C84962	HGNC	4829
C84964	HGNC	4830
C84966	HGNC	4835
C84968	HGNC	4826
C84972	HGNC	4833
C85999	HGNC	3582
C86023	HGNC	3583
C86028	HGNC	3584
C86550	HGNC	3585
C86552	HGNC	3586
C86554	HGNC	3587
C88035	HGNC	3052
C88039	HGNC	7737
C88042	HGNC	7739
C88046	HGNC	7734
C88168	HGNC	5181
C88171	HGNC	4453
C88174	HGNC	4451
C88177	HGNC	15574
C88180	HGNC	9277
C88196	HGNC	122
C88205	HGNC	12855
C88216	HGNC	13646
C88219	HGNC	6974
C88222	HGNC	23393
C88357	HGNC	2475
C88514	HGNC	25737
C88518	HGNC	25896
C88521	HGNC	7940
C88919	HGNC	4851
C88922	HGNC	1693
C88926	HGNC	11999
C88932	HGNC	14026
C88935	HGNC	25391
C88942	HGNC	23386
C88945	HGNC	24696
C88952	HGNC	3756
C88986	HGNC	2509
C88989	HGNC	19409
C88992	HGNC	6912
C88995	HGNC	10119
C89002	HGNC	24624
C89009	HGNC	19691
C89024	HGNC	32
C89029	HGNC	23713
C89050	HGNC	11009
C89718	HGNC	4379
C89722	HGNC	20872
C89751	HGNC	4656
C89753	HGNC	4657
C89755	HGNC	4658
C89757	HGNC	21157
C89763	HGNC	7181
C89765	HGNC	1778
C89767	HGNC	1594
C90032	HGNC	21174
C90035	HGNC	7657
C90041	HGNC	17642
C90095	HGNC	7562
C90113	HGNC	11138
C90129	HGNC	20297
C90137	HGNC	4855
C90140	HGNC	11033
C90143	HGNC	2261
C90146	HGNC	9822
C90151	HGNC	29858
C90176	HGNC	23842
C90306	HGNC	19254
C90309	HGNC	19367
C90312	HGNC	8607
C90315	HGNC	215
C90318	HGNC	2910
C90321	HGNC	2536
C90325	HGNC	18592
C90328	HGNC	6568
C90330	HGNC	34447
C90333	HGNC	7515
C90489	HGNC	23024
C90608	HGNC	2205
C91258	HGNC	9047
C91261	HGNC	11128
C91264	HGNC	6641
C91267	HGNC	12306
C91270	HGNC	6598
C91277	HGNC	18374
C91280	HGNC	28662
C91283	HGNC	18187
C91286	HGNC	9181
C91289	HGNC	23166
C91296	HGNC	2707
C91299	HGNC	3009
C91333	HGNC	3542
C91337	HGNC	6798
C91348	HGNC	3288
C91351	HGNC	10429
C91354	HGNC	3300
C91357	HGNC	18585
C91360	HGNC	9807
C91363	HGNC	6480
C91367	HGNC	4038
C91370	HGNC	23692
C91743	HGNC	7218
C91745	HGNC	13058
C91747	HGNC	9893
C91750	HGNC	9232
C91754	HGNC	15967
C91756	HGNC	31702
C91764	HGNC	10858
C91767	HGNC	6628
C91770	HGNC	704
C91773	HGNC	17868
C91776	HGNC	9871
C91786	HGNC	10472
C91789	HGNC	10473
C91792	HGNC	15979
C91795	HGNC	11745
C91798	HGNC	11291
C91824	HGNC	8602
C91853	HGNC	4010
C91856	HGNC	13222
C91859	HGNC	188
C91862	HGNC	17641
C91865	HGNC	7111
C92146	HGNC	2683
C92149	HGNC	11604
C92152	HGNC	30134
C92155	HGNC	6993
C92158	HGNC	6995
C92162	HGNC	6996
C92165	HGNC	6997
C92175	HGNC	3804
C92178	HGNC	783
C92468	HGNC	31645
C92471	HGNC	28467
C92473	HGNC	26171
C92475	HGNC	25568
C92477	HGNC	20748
C92479	HGNC	29170
C92491	HGNC	18022
C92494	HGNC	19964
C92497	HGNC	1552
C92500	HGNC	15937
C92503	HGNC	7853
C92506	HGNC	910
C92509	HGNC	8993
C92512	HGNC	11240
C92516	HGNC	7410
C92519	HGNC	21680
C92522	HGNC	19235
C92525	HGNC	2769
C92528	HGNC	39494
C92531	HGNC	11110
C92537	HGNC	9302
C92540	HGNC	2726
C92547	HGNC	19061
C92558	HGNC	8637
C92656	HGNC	16910
C92659	HGNC	29608
C92664	HGNC	2847
C92667	HGNC	11219
C92670	HGNC	10940
C92673	HGNC	13200
C92676	HGNC	12761
C92680	HGNC	2584
C92689	HGNC	7411
C92694	HGNC	21055
C92697	HGNC	29665
C92700	HGNC	11648
C92703	HGNC	13575
C92706	HGNC	29919
C92961	HGNC	11218
C92963	HGNC	14328
C92965	HGNC	14329
C92969	HGNC	14331
C92971	HGNC	14332
C92986	HGNC	33174
C92989	HGNC	33175
C92996	HGNC	33176
C92999	HGNC	33177
C93002	HGNC	33178
C93064	HGNC	19137
C93070	HGNC	2555
C93073	HGNC	2717
C93076	HGNC	2718
C93086	HGNC	9811
C93092	HGNC	13726
C93095	HGNC	18541
C93107	HGNC	16608
C93111	HGNC	6782
C93114	HGNC	7611
C93117	HGNC	7780
C93120	HGNC	8014
C93132	HGNC	7774
C93136	HGNC	7775
C93139	HGNC	7776
C93149	HGNC	7777
C93156	HGNC	7778
C94298	HGNC	7794
C94617	HGNC	14006
C94660	HGNC	500
C94664	HGNC	6720
C94667	HGNC	4164
C94670	HGNC	1034
C94675	HGNC	19439
C94681	HGNC	3097
C94683	HGNC	30949
C94686	HGNC	29103
C94689	HGNC	11025
C94692	HGNC	11067
C94696	HGNC	8760
C94699	HGNC	8763
C94703	HGNC	7612
C94706	HGNC	30654
C94709	HGNC	12836
C94721	HGNC	7211
C94735	HGNC	6918
C94743	HGNC	21769
C94746	HGNC	9377
C94750	HGNC	14568
C94753	HGNC	11312
C94762	HGNC	11753
C94767	HGNC	17637
C94785	HGNC	13633
C94788	HGNC	11929
C94802	HGNC	5351
C94805	HGNC	16286
C94808	HGNC	3969
C94842	HGNC	21186
C95029	HGNC	18838
C95032	HGNC	14950
C95035	HGNC	31564
C95037	HGNC	31592
C95042	HGNC	1071
C95046	HGNC	11918
C95049	HGNC	6553
C95053	HGNC	19199
C95063	HGNC	1862
C95066	HGNC	4609
C95069	HGNC	1116
C95112	HGNC	6079
C95116	HGNC	9508
C95119	HGNC	9509
C95247	HGNC	15987
C95250	HGNC	6700
C95253	HGNC	25941
C95257	HGNC	9407
C95260	HGNC	17293
C95263	HGNC	9408
C95266	HGNC	11391
C95269	HGNC	3700
C95273	HGNC	17356
C95277	HGNC	26148
C95282	HGNC	11812
C95287	HGNC	37212
C95295	HGNC	32594
C95298	HGNC	1779
C95301	HGNC	10776
C95304	HGNC	26038
C95307	HGNC	21394
C95314	HGNC	1455
C95411	HGNC	6697
C95413	HGNC	6698
C95417	HGNC	2891
C95420	HGNC	2893
C95424	HGNC	29484
C95434	HGNC	30171
C95439	HGNC	30064
C95447	HGNC	5273
C95450	HGNC	16062
C95454	HGNC	27301
C95457	HGNC	16259
C95462	HGNC	358
C95468	HGNC	8784
C95473	HGNC	6692
C95478	HGNC	18856
C95481	HGNC	23720
C95486	HGNC	18855
C95563	HGNC	16804
C95566	HGNC	6371
C95568	HGNC	12591
C95571	HGNC	11255
C95573	HGNC	8781
C95576	HGNC	2932
C95579	HGNC	2557
C95587	HGNC	24357
C95590	HGNC	14931
C95593	HGNC	1149
C95808	HGNC	2303
C95813	HGNC	18957
C95832	HGNC	31635
C95839	HGNC	6266
C95842	HGNC	12500
C95845	HGNC	29849
C95848	HGNC	7732
C95851	HGNC	18704
C95854	HGNC	621
C95857	HGNC	12470
C95860	HGNC	7900
C95863	HGNC	9570
C95866	HGNC	8647
C95869	HGNC	25883
C95873	HGNC	6666
C95882	HGNC	11749
C95926	HGNC	8957
C95930	HGNC	2665
C95933	HGNC	1689
C95995	HGNC	11547
C95998	HGNC	3343
C96002	HGNC	3114
C96005	HGNC	3115
C96008	HGNC	7982
C96011	HGNC	31782
C96014	HGNC	7067
C96017	HGNC	1876
C96020	HGNC	18123
C96023	HGNC	17635
C96028	HGNC	28349
C96031	HGNC	16262
C96035	HGNC	190
C96044	HGNC	7865
C96047	HGNC	15633
C96050	HGNC	11001
C96317	HGNC	24712
C96320	HGNC	13236
C96324	HGNC	16039
C96329	HGNC	3675
C96332	HGNC	30646
C96335	HGNC	12637
C96338	HGNC	430
C96342	HGNC	12767
C96355	HGNC	17278
C96359	HGNC	20604
C96368	HGNC	1144
C96375	HGNC	3280
C96378	HGNC	12033
C96381	HGNC	26430
C96384	HGNC	5960
C96387	HGNC	496
C96439	HGNC	9603
C96442	HGNC	120
C96445	HGNC	6445
C96449	HGNC	2770
C96452	HGNC	6187
C96455	HGNC	6412
C96458	HGNC	20412
C96461	HGNC	9235
C96900	HGNC	3612
C96909	HGNC	6153
C96913	HGNC	10658
C97196	HGNC	2338
C97200	HGNC	15607
C97204	HGNC	11203
C97207	HGNC	6358
C97210	HGNC	4883
C97215	HGNC	30046
C97218	HGNC	407
C97221	HGNC	18610
C97224	HGNC	20758
C97227	HGNC	9878
C97235	HGNC	14078
C97238	HGNC	29597
C97242	HGNC	20609
C97245	HGNC	1659
C97248	HGNC	14258
C97252	HGNC	14375
C97258	HGNC	13949
C97261	HGNC	11760
C97266	HGNC	30322
C97269	HGNC	4591
C97280	HGNC	675
C97285	HGNC	1874
C97288	HGNC	14687
C97291	HGNC	10381
C97294	HGNC	14959
C97297	HGNC	14334
C97318	HGNC	8632
C97321	HGNC	18318
C97324	HGNC	24921
C97367	HGNC	3570
C97370	HGNC	1493
C97373	HGNC	19437
C97376	HGNC	19721
C97379	HGNC	24054
C97382	HGNC	1585
C97385	HGNC	1777
C97388	HGNC	16997
C97391	HGNC	14539
C97395	HGNC	13221
C97398	HGNC	1104
C97401	HGNC	794
C97404	HGNC	28314
C97407	HGNC	1935
C97413	HGNC	2092
C97416	HGNC	2093
C97419	HGNC	1697
C97422	HGNC	1698
C97425	HGNC	1699
C97428	HGNC	1750
C97431	HGNC	14281
C97434	HGNC	15486
C97437	HGNC	14193
C97440	HGNC	15961
C97443	HGNC	1943
C97446	HGNC	1537
C97449	HGNC	2235
C97455	HGNC	19124
C97458	HGNC	2735
C97461	HGNC	2746
C97464	HGNC	50800
C97468	HGNC	3284
C97473	HGNC	3319
C97477	HGNC	3326
C97480	HGNC	3494
C97483	HGNC	18562
C97494	HGNC	23576
C97497	HGNC	5033
C97501	HGNC	17072
C97505	HGNC	17073
C97517	HGNC	23114
C97520	HGNC	16496
C97523	HGNC	4378
C97526	HGNC	15465
C97529	HGNC	16999
C97532	HGNC	30615
C97535	HGNC	13744
C97538	HGNC	4913
C97541	HGNC	17069
C97544	HGNC	4428
C97547	HGNC	17643
C97550	HGNC	3823
C97553	HGNC	4171
C97557	HGNC	4977
C97560	HGNC	4979
C97563	HGNC	4169
C97569	HGNC	5101
C97572	HGNC	5102
C97575	HGNC	5123
C97578	HGNC	5125
C97581	HGNC	5134
C97584	HGNC	5136
C97587	HGNC	5253
C97590	HGNC	5258
C97593	HGNC	18507
C97596	HGNC	9886
C97599	HGNC	11114
C97602	HGNC	6467
C97605	HGNC	6513
C97608	HGNC	6586
C97611	HGNC	6679
C97614	HGNC	15949
C97616	HGNC	29633
C97619	HGNC	7180
C97622	HGNC	7373
C97648	HGNC	7579
C97651	HGNC	7125
C97654	HGNC	7629
C97657	HGNC	8748
C97669	HGNC	14906
C97672	HGNC	6408
C97675	HGNC	6844
C97678	HGNC	7882
C97681	HGNC	8134
C97684	HGNC	15524
C97688	HGNC	8622
C97719	HGNC	15580
C97722	HGNC	8845
C97725	HGNC	9143
C97728	HGNC	9164
C97731	HGNC	9211
C97734	HGNC	8979
C97737	HGNC	14000
C97740	HGNC	9360
C97743	HGNC	9388
C97748	HGNC	6140
C97752	HGNC	17677
C97755	HGNC	14428
C97759	HGNC	9859
C97762	HGNC	10315
C97765	HGNC	30542
C97768	HGNC	19440
C97771	HGNC	26034
C97774	HGNC	10681
C97777	HGNC	10682
C97780	HGNC	10683
C97783	HGNC	15848
C97786	HGNC	10785
C97789	HGNC	10830
C97792	HGNC	8642
C97795	HGNC	19383
C97798	HGNC	19744
C97801	HGNC	11340
C97804	HGNC	15592
C97807	HGNC	11335
C97810	HGNC	11336
C97812	HGNC	22263
C97815	HGNC	11338
C97817	HGNC	16880
C97820	HGNC	16466
C97823	HGNC	11612
C97826	HGNC	11621
C97829	HGNC	11623
C97832	HGNC	13463
C97835	HGNC	11758
C97838	HGNC	13630
C97841	HGNC	22964
C97844	HGNC	11912
C97847	HGNC	11913
C97850	HGNC	12012
C97853	HGNC	12013
C97856	HGNC	12017
C97859	HGNC	16290
C97862	HGNC	12305
C97865	HGNC	21586
C97868	HGNC	18081
C97871	HGNC	12816
C97874	HGNC	12989
C97877	HGNC	13071
C97880	HGNC	15489
C97883	HGNC	11955
C97886	HGNC	24605
C97889	HGNC	13164
C97892	HGNC	1858
C97895	HGNC	8575
C97898	HGNC	7323
C97901	HGNC	8727
C97904	HGNC	50866
C97907	HGNC	11639
C97910	HGNC	368
C97913	HGNC	14214
C97922	HGNC	1634
C97931	HGNC	1713
C97934	HGNC	10702
C97958	HGNC	13765
C97969	HGNC	18015
C97973	HGNC	19391
C98000	HGNC	31675
C98003	HGNC	4819
C98006	HGNC	30418
C98009	HGNC	29277
C98013	HGNC	24432
C98018	HGNC	22219
C98021	HGNC	5525
C98024	HGNC	5855
C98027	HGNC	31104
C98031	HGNC	9142
C98036	HGNC	28428
C98043	HGNC	11208
C98048	HGNC	20944
C98051	HGNC	16443
C98056	HGNC	11873
C98059	HGNC	17994
C98062	HGNC	17927
C98065	HGNC	25931
C98068	HGNC	17805
C98070	HGNC	16389
C98076	HGNC	23098
C98080	HGNC	15678
C98088	HGNC	13520
C98091	HGNC	12590
C98094	HGNC	26817
C98097	HGNC	44654
C98100	HGNC	13532
C98103	HGNC	21734
C98106	HGNC	32406
C98112	HGNC	7174
C98115	HGNC	6344
C98118	HGNC	17004
C98121	HGNC	3650
C98125	HGNC	7076
C98128	HGNC	10500
C98144	HGNC	17810
C98147	HGNC	4585
C98156	HGNC	5046
C98159	HGNC	16656
C98162	HGNC	16276
C98165	HGNC	6000
C98168	HGNC	7230
C98171	HGNC	3091
C98174	HGNC	15468
C98177	HGNC	31588
C98180	HGNC	42394
C98185	HGNC	24716
C98195	HGNC	18222
C98198	HGNC	9215
C98201	HGNC	7762
C98204	HGNC	15925
C98211	HGNC	11957
C98285	HGNC	10768
C99182	HGNC	124
C99463	HGNC	17792
C99466	HGNC	21336
C99469	HGNC	24678
C99472	HGNC	18540
C99475	HGNC	8923
C99478	HGNC	11406
C99482	HGNC	11408
C99485	HGNC	12825
C99597	HGNC	29147
C99600	HGNC	3238
C99603	HGNC	18653
C99606	HGNC	10496
C99609	HGNC	10486
C99612	HGNC	23664
C99615	HGNC	4004
C99618	HGNC	11839
C99621	HGNC	26636
C99624	HGNC	13930
C99627	HGNC	26113
C99631	HGNC	17700
C99642	HGNC	15818
C99646	HGNC	13487
C99649	HGNC	5360
C99652	HGNC	11242
C99655	HGNC	2934
C99658	HGNC	4512
C99661	HGNC	2907
C99664	HGNC	9801
C99760	HGNC	17412
C99839	HGNC	38842
